ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
berbice dutch creole,,34,bdc,brc,{},5.333333333,-58.0,South America,,Berbice Dutch Creole,225,False,False
beria,,562,zag,zag,{},16.0,23.0,Africa,,Beria,2634,False,False
berik,,164,brk,bkl,{},-2.25,138.8333333,Papunesia,,Berik,355,False,False
berta,,122,ber,wti,{},10.33333333,34.66666667,Africa,,Berta,240,False,False
bete,,41,bet,bev,{},6.25,-6.25,Africa,,Bété,241,False,False
betoi,,169,bti,,{},7.166666667,-71.25,South America,,Betoi,378,False,False
betta kurumba,,116,bkb,xub,{},11.5,76.75,Eurasia,,Betta Kurumba,277,False,False
bezhta,,74,bez,kap,{},42.08333333,46.16666667,Eurasia,,Bezhta,242,False,False
bhili,,84,bhi,bhb,{},22.0,73.0,Eurasia,,Bhili,257,False,False
bhojpuri,,84,bho,bho,{},26.0,84.0,Eurasia,,Bhojpuri,259,False,False
bhumij,,129,bhu,unr,{},21.33333333,86.5,Eurasia,,Bhumij,260,False,False
biafada,,123,bfd,bif,{},11.41666667,-15.16666667,Africa,,Biafada,243,False,False
biak,,63,bik,bhw,{},-1.0,136.0,Papunesia,,Biak,265,False,False
biatah,,137,bit,bth,{},1.25,110.0,Papunesia,,Biatah,273,False,False
bidiya,,130,bid,bid,{},11.91666667,18.75,Africa,,Bidiya,262,False,False
bikol,,30,bkl,bcl,{},13.33333333,123.5,Papunesia,,Bikol,280,False,False
bila,,31,bia,bip,{},1.0,28.75,Africa,,Bila,261,False,False
bilaan koronadal,,134,biq,bpr,{},6.0,125.3333333,Papunesia,,Bilaan (Koronadal),270,False,False
bilin,,95,bln,byn,{},15.75,38.5,Africa,,Bilin,291,False,False
bilinarra,,117,bnr,nbj,{},-16.0,131.6666667,Australia,,Bilinarra,316,False,False
biloxi,,142,blx,bll,{},30.5,-88.66666667,North America,,Biloxi,296,False,False
bilua,,131,bil,blb,{},-7.75,156.6666667,Papunesia,,Bilua,266,False,False
bima,,49,bim,bhp,{},-8.5,118.5,Papunesia,,Bima,267,False,False
bimoba,,144,bmb,bim,{},10.5,0.0,Africa,,Bimoba,300,False,False
binandere,,132,bin,bhg,{},-8.25,148.0,Papunesia,,Binandere,268,False,False
binga,,103,big,yul,{},8.0,25.0,Africa,,Binga,263,False,False
bini,,149,bni,bin,{},6.416666667,5.833333333,Africa,,Bini,308,False,False
bininj gunwok,,112,bbw,gup,{},-12.5,133.75,Australia,,Bininj Gun-Wok,221,False,False
binukid,,30,bkd,bkd,{},8.25,124.8333333,Papunesia,,Binukid,278,False,False
binumarien,,28,bnm,bjr,{},-6.283333333,146.0833333,Papunesia,,Binumarien,312,False,False
biri,,35,bii,bzr,{},-20.5,146.5,Australia,,Biri,264,False,False
birom,,135,bir,bom,{},9.666666667,8.833333333,Africa,,Birom,271,False,False
birri,,103,brz,bvq,{},5.5,25.16666667,Africa,,Birri,367,False,False
bisa,,136,bis,bib,{},11.5,-0.5,Africa,,Bisa,272,False,False
bislama,,34,bsm,bis,{},-16.0,168.0,Papunesia,,Bislama,373,False,False
bisu,,20,biu,"bzi, lwm",{},19.75,100.0,Eurasia,,Bisu,274,False,False
blackfoot,,13,bla,bla,{},50.0,-112.6666667,North America,,Blackfoot,285,False,False
boazi,,154,boa,kvg,{},-7.0,141.3333333,Papunesia,,Boazi,321,False,False
bobangi,,31,bob,bni,{},-1.333333333,17.33333333,Africa,,Bobangi,322,False,False
bobo madare northern,,108,bbf,bbo,{},12.41666667,-4.333333333,Africa,,Bobo Madaré (Northern),217,False,False
bodo,,155,bod,brx,{},26.83333333,92.0,Eurasia,,Bodo,323,False,False
boiken,,54,boi,bzf,{},-3.5,143.5,Papunesia,,Boiken,324,False,False
bokar,,76,boq,adi,{},28.5,94.66666667,Eurasia,,Bokar,329,False,False
boko,,136,bok,bqc,{},10.5,3.5,Africa,,Boko,326,False,False
bole,,67,blq,bol,{},11.33333333,11.25,Africa,,Bole,292,False,False
bolia,,31,bol,bli,{},-1.25,18.33333333,Africa,,Bolia,327,False,False
bongo,,103,bgo,bot,{},7.5,28.5,Africa,,Bongo,252,False,False
bongu,,57,bon,bpu,{},-5.5,145.9166667,Papunesia,,Bongu,328,False,False
bontok,,139,btk,bnc,{},17.08333333,120.9166667,Papunesia,,Bontok,379,False,False
bora,,156,bor,boa,{},-2.166666667,-72.33333333,South America,,Bora,330,False,False
bori,,76,boj,adi,{},28.33333333,94.75,Eurasia,,Bori,325,False,False
bororo,,166,brr,bor,{},-16.0,-57.0,South America,,Bororo,362,False,False
boruca,,160,brc,brn,{},8.833333333,-83.25,North America,,Boruca,348,False,False
bosnian,,141,bos,bos,{},43.0,18.0,Eurasia,,Bosnian,331,False,False
bozo tigemaxo,,108,boz,boz,{},15.0,-4.0,Africa,,Bozo (Tigemaxo),333,False,False
brahui,,163,brh,brh,{},28.5,67.0,Eurasia,,Brahui,352,False,True
brao,,157,bra,brb,{},14.16666667,107.5,Eurasia,,Brao,346,False,False
breton,,162,bre,bre,{},48.0,-3.0,Eurasia,,Breton,350,False,False
bribri,,160,bri,bzd,{},9.416666667,-83.0,North America,,Bribri,353,False,True
british sign language,,23,bsl,bfi,{},52.0,-1.0,Eurasia,,British Sign Language,372,False,False
broken,,34,bro,tcs,{},-10.16666667,143.0,Australia,,Broken,359,False,False
brokskat,,84,bkt,bkk,{},35.33333333,76.5,Eurasia,,Brokskat,283,False,False
bru eastern,,167,bru,bru,{},17.33333333,106.0,Eurasia,,Bru (Eastern),364,False,False
bru western,,167,brw,brv,{},16.75,104.75,Eurasia,,Bru (Western),365,False,False
bubi,,31,bub,bvb,{},3.5,8.666666667,Africa,,Bubi,382,False,False
budu,,31,bdu,buu,{},2.0,28.0,Africa,,Budu,229,False,False
budukh,,32,bdk,bdk,{},41.16666667,48.41666667,Eurasia,,Budukh,227,False,False
buduma,,109,bud,bdm,{},13.5,14.5,Africa,,Buduma,383,False,False
bugis,,87,bug,bug,{},-4.0,120.0,Papunesia,,Bugis,384,False,False
buglere,,125,bgl,sab,{},8.5,-81.25,North America,,Buglere,249,False,False
bugun,,127,bgn,,{},27.5,92.58333333,Eurasia,,Bugun,251,False,False
buin,,171,bun,buo,{},-6.75,155.75,Papunesia,,Buin,390,False,False
bujeba,,31,buj,nmg,{},3.0,10.16666667,Africa,,Bujeba,386,False,False
bukusu,,31,buk,bxk,{},0.75,34.66666667,Africa,,Bukusu,387,False,False
bularnu,,117,bnu,,{},-21.0,138.0,Australia,,Bularnu,318,False,False
bulgarian,,141,bul,bul,{},42.5,25.0,Eurasia,,Bulgarian,388,False,False
buli in ghana,,144,buy,bwu,{},10.5,-1.25,Africa,,Buli (in Ghana),396,False,False
buli in indonesia,,63,bui,bzq,{},1.0,128.5,Papunesia,,Buli (in Indonesia),385,False,False
bulu,,31,buw,bum,{},3.0,11.0,Africa,,Bulu,395,False,False
buma,,25,bum,tkw,{},-11.63333333,166.8333333,Papunesia,,Buma,389,False,False
bunan,,56,ghr,bfu,{},32.5,77.0,Eurasia,,Bunan,739,False,False
bunuba,,147,bnb,bck,{},-17.75,125.75,Australia,,Bunuba,305,False,False
bunu younuo,,292,pnu,buh,{},24.0,107.0,Eurasia,,Bunu (Younuo),1916,False,False
burapabir,,109,bpa,bwr,{},10.5,12.25,Africa,,Bura-Pabir,334,False,False
burarra,,170,bua,bvr,{},-12.25,134.5833333,Australia,,Burarra,381,False,False
buriat,,110,but,bxm,{},52.0,108.0,Eurasia,,Buriat,393,False,False
burji,,10,brj,bji,{},5.5,37.83333333,Africa,,Burji,354,False,False
burmese,,20,brm,mya,{},21.0,96.0,Eurasia,,Burmese,357,True,True
buru,,49,buu,mhs,{},-3.5,126.5,Papunesia,,Buru,394,False,False
burum,,145,bmr,bmu,{},-6.5,147.3333333,Papunesia,,Burum,302,False,False
burunge,,36,brn,bds,{},-5.333333333,36.0,Africa,,Burunge,358,False,False
burushaski,,172,bur,bsk,{},36.5,74.5,Eurasia,,Burushaski,391,True,True
busa,,136,bus,bqp,{},9.666666667,4.0,Africa,,Busa,392,False,False
bushoong,,31,bsh,buf,{},-4.5,21.5,Africa,,Bushoong,369,False,False
byansi,,56,bya,bee,{},30.16666667,80.5,Eurasia,,Byansi,401,False,False
cabecar,,160,cab,cjp,{},9.75,-83.41666667,North America,,Cabécar,405,False,False
cacua,,174,cac,cbv,{},1.083333333,-70.0,South America,,Cacua,406,False,False
caddo,,44,cad,cad,{},33.33333333,-93.5,North America,,Caddo,407,False,False
cahuilla,,175,cah,chl,{},33.5,-116.25,North America,,Cahuilla,408,False,True
cakchiquel,,17,cak,cak,{},14.5,-91.0,North America,,Cakchiquel,410,False,False
camling,,88,cml,rab,{},27.0,86.66666667,Eurasia,,Camling,476,False,False
campa axininca,,179,cax,"cni, cpc",{},-12.0,-74.0,South America,,Campa (Axininca),418,False,False
campa pajonal asheninca,,179,cpa,cjo,{},-10.66666667,-74.25,South America,,Campa Pajonal Asheninca,496,False,False
camsa,,176,cam,kbh,{},1.166666667,-77.0,South America,,Camsá,411,False,False
canamari,,203,cnm,knm,{},-6.5,-68.5,South America,,Canamarí,482,False,False
candoshi,,177,can,cbu,{},-4.166666667,-77.0,South America,,Candoshi,412,False,False
canela,,75,cnl,ram,{},-7.0,-45.0,South America,,Canela,481,False,False
cantonese,,204,cnt,yue,{},23.0,113.0,Eurasia,,Cantonese,483,False,False
capanahua,,55,cap,kaq,{},-7.0,-74.0,South America,,Capanahua,413,False,False
carapana,,150,crp,cbc,{},0.833333333,-70.75,South America,,Carapana,511,False,False
carib,,45,car,car,{},5.5,-56.0,South America,,Carib,414,False,True
carib dekwana,,45,cde,mch,{},5.5,-65.0,South America,,Carib (De'kwana),428,False,False
carijona,,45,crj,cbd,{},1.0,-73.0,South America,,Carijona,506,False,False
carolinian,,25,crl,cal,{},15.2,145.75,Papunesia,,Carolinian,508,False,False
carrier,,37,crq,crx,{},53.75,-123.5,North America,,Carrier,512,False,False
cashibo,,55,cas,cbr,{},-8.5,-75.5,South America,,Cashibo,415,False,False
cashinahua,,55,csh,cbs,{},-10.5,-71.83333333,South America,,Cashinahua,516,False,False
catalan,,85,ctl,cat,{},41.75,2.0,Eurasia,,Catalan,523,False,False
catawba,,217,ctw,chc,{},35.5,-80.5,North America,,Catawba,526,False,False
catio,,178,cat,cto,{},7.166666667,-76.33333333,South America,,Catio,416,False,False
cavinena,,66,cav,cav,{},-13.33333333,-66.5,South America,,Cavineña,417,False,False
cayapa,,96,cay,cbi,{},0.666666667,-79.0,South America,,Cayapa,419,False,False
cayuga,,222,cyg,cay,{},42.75,-76.75,North America,,Cayuga,541,False,False
cayuvava,,223,cyv,cyb,{},-13.5,-65.5,South America,,Cayuvava,543,False,True
cebuano,,30,ceb,ceb,{},10.0,124.0,Papunesia,,Cebuano,430,False,False
cemuhi,,25,cem,cam,{},-20.83333333,165.1666667,Papunesia,,Cèmuhî,432,False,False
chacobo,,55,cbo,cao,{},-12.16666667,-66.75,South America,,Chácobo,421,False,False
chaga,,31,cga,old,{},-3.0,37.0,Africa,,Chaga,433,False,False
chaha,,4,chh,sgw,{},8.112935,37.93267,Africa,,Chaha,440,False,False
chai,,140,cai,suq,{},5.333333333,35.33333333,Africa,,Chai,409,False,False
chaldean modern,,4,cld,cld,{},36.0,43.0,Eurasia,,Chaldean (Modern),467,False,False
chamalal,,74,chm,cji,{},42.55,46.05,Eurasia,,Chamalal,445,False,False
chambri,,185,chb,can,{},-4.166666667,143.0833333,Papunesia,,Chambri,435,False,False
cham eastern,,14,cme,cjm,{},11.33333333,108.5,Eurasia,,Cham (Eastern),473,False,False
chamorro,,184,cha,cha,{},13.45,144.75,Papunesia,,Chamorro,434,True,True
cham western,,14,chw,cja,{},12.0,105.5,Eurasia,,Cham (Western),455,False,False
chang,,188,chg,nbc,{},26.33333333,94.75,Eurasia,,Chang,439,False,False
chantyal,,56,chn,chx,{},28.58333333,83.41666667,Eurasia,,Chantyal,446,False,False
chasta costa,,37,cco,,{},42.66666667,-124.0,North America,,Chasta Costa,425,False,False
chatino nopala,,192,cht,cya,{},16.08333333,-97.16666667,North America,,Chatino (Nopala),452,False,False
chatino sierra occidental,,192,cso,ctp,{},16.25,-97.33333333,North America,,Chatino (Sierra Occidental),519,False,False
chatino tataltepec,,192,ctt,cta,{},16.16666667,-97.58333333,North America,,Chatino (Tataltepec),525,False,False
chatino yaitepec,,192,cya,ctp,{},16.25,-97.25,North America,,Chatino (Yaitepec),540,False,False
chaudangsi,,56,chd,cdn,{},30.0,80.25,Eurasia,,Chaudangsi,437,False,False
chavacano,,34,cvc,cbk,{},7.0,122.0833333,Papunesia,,Chavacano,537,False,False
chayahuita,,194,chy,cbt,{},-5.5,-77.0,South America,,Chayahuita,457,False,False
chechen,,186,chc,che,{},43.25,45.83333333,Eurasia,,Chechen,436,False,False
chehalis upper,,190,chl,cjh,{},46.58333333,-123.0,North America,,Chehalis (Upper),444,False,False
cheke holo,,25,ckh,mrn,{},-8.333333333,159.6666667,Papunesia,,Cheke Holo,462,False,False
chemakum,,202,cmk,xch,{},48.08333333,-122.9166667,North America,,Chemakum,475,False,False
chemehuevi,,201,cmh,ute,{},34.33333333,-115.1666667,North America,,Chemehuevi,474,False,False
chepang,,88,cpn,cdm,{},27.66666667,84.75,Eurasia,,Chepang,498,False,False
cherokee,,187,che,chr,{},35.5,-83.5,North America,,Cherokee,438,False,False
cheyenne,,13,cyn,chy,{},47.0,-95.0,North America,,Cheyenne,542,False,False
chichewa,,31,cic,nya,{},-14.0,34.0,Africa,,Chichewa,458,False,False
chichimecajonaz,,195,cjo,pei,{},21.66666667,-100.5,North America,,Chichimeca-Jonaz,461,False,False
chickasaw,,8,cck,cic,{},34.0,-88.0,North America,,Chickasaw,423,False,False
chicomuceltec,,17,cec,cob,{},15.5,-92.25,North America,,Chicomuceltec,431,False,False
chimariko,,189,chi,cid,{},41.0,-123.0,North America,,Chimariko,441,False,False
chimila,,199,cma,cbg,{},10.0,-74.0,South America,,Chimila,471,False,False
chinantec comaltepec,,182,ccm,cco,{},17.58333333,-96.41666667,North America,,Chinantec (Comaltepec),424,False,False
chinantec lealao,,182,cle,cle,{},17.33333333,-95.91666667,North America,,Chinantec (Lealao),468,False,True
chinantec palantla,,182,cpl,cpa,{},18.83333333,-96.75,North America,,Chinantec (Palantla),497,False,False
chinantec quiotepec,,182,chq,chq,{},17.58333333,-96.66666667,North America,,Chinantec (Quiotepec),449,False,False
chinantec san felipe usila,,182,csf,cuc,{},17.91666667,-96.5,North America,,Chinantec (San Felipe Usila),515,False,False
chinantec sochiapan,,182,csc,cso,{},17.75,-96.66666667,North America,,Chinantec (Sochiapan),514,False,False
chinantec tepetotutla,,182,cte,cnt,{},17.83333333,-96.5,North America,,Chinantec (Tepetotutla),521,False,False
chinese sign language,,23,csl,csl,{},35.0,115.0,Eurasia,,Chinese Sign Language,518,False,False
chin mara,,33,cmr,mrh,{},23.0,93.16666667,Eurasia,,Chin (Mara),478,False,False
chinook lower,,196,ckl,chh,{},46.25,-123.5,North America,,Chinook (Lower),463,False,False
chinook upper,,196,cku,wac,{},45.62,-121.16,North America,,Chinook (Upper),464,False,False
chin siyin,,33,chs,csy,{},23.83333333,94.0,Eurasia,,Chin (Siyin),451,False,False
chin tiddim,,33,cti,ctd,{},23.33333333,93.66666667,Eurasia,,Chin (Tiddim),522,False,False
chipaya,,213,cpy,cap,{},-18.75,-67.83333333,South America,,Chipaya,500,False,False
chipewyan,,37,chp,chp,{},59.0,-106.0,North America,,Chipewyan,448,False,False
chippewa red lake and pillager,,13,cpw,ciw,{},48.0,-95.0,North America,,Chippewa (Red Lake and Pillager),499,False,False
chiquitano,,214,cqt,cax,{},-17.5,-60.0,South America,,Chiquitano,501,False,False
chiriguano,,16,crg,gui,{},-23.66666667,-64.33333333,South America,,Chiriguano,503,False,False
chitimacha,,216,ctm,ctm,{},29.66666667,-91.0,North America,,Chitimacha,524,False,False
chocho,,181,cch,coz,{},17.66666667,-97.41666667,North America,,Chocho,422,False,False
choctaw,,8,cct,cho,{},32.25,-88.5,North America,,Choctaw,427,False,False
chol,,17,col,"cti, ctu",{},17.75,-92.5,North America,,Chol,490,False,False
cholon,,198,cln,"cht, clh",{},-8.0,-77.5,South America,,Cholón,469,False,False
chontal highland,,191,cho,chd,{},16.25,-95.75,North America,,Chontal (Highland),447,False,False
chontal huamelultec oaxaca,,191,chx,clo,{},16.0,-95.75,North America,,Chontal (Huamelultec Oaxaca),456,False,False
chontal maya,,17,cmy,chf,{},18.16666667,-92.58333333,North America,,Chontal Maya,480,False,False
chorote,,193,crt,"crq, crt",{},-22.5,-62.5,South America,,Chorote,513,False,False
chorti,,17,coi,caa,{},14.83333333,-89.25,North America,,Chortí,489,False,False
chrau,,157,chr,crw,{},10.75,107.5,Eurasia,,Chrau,450,False,False
chru,,14,crh,cje,{},11.5,108.5,Eurasia,,Chru,504,False,False
chuave,,221,cve,cjv,{},-6.116666667,145.1166667,Papunesia,,Chuave,538,False,False
chuj,,17,chj,"cac, cnm",{},15.91666667,-91.58333333,North America,,Chuj,442,False,False
chukchi,,51,chk,ckt,{},67.0,-173.0,Eurasia,,Chukchi,443,True,True
chulym,,83,cly,clw,{},54.33333333,89.66666667,Eurasia,,Chulym,470,False,False
chumash barbareno,,180,cba,boi,{},34.5,-120.25,North America,,Chumash (Barbareño),420,False,False
chumash ineseno,,180,cin,inz,{},34.66666667,-120.25,North America,,Chumash (Ineseño),460,False,False
chumburung,,5,cum,ncu,{},7.75,0.25,Africa,,Chumburung,532,False,False
chuukese,,25,cuu,chk,{},7.333333333,151.75,Papunesia,,Chuukese,536,False,False
chuvash,,83,chv,chv,{},55.5,47.5,Eurasia,,Chuvash,454,False,False
ciluba,,31,cil,lua,{},-6.0,22.0,Africa,,CiLuba,459,False,False
clallam,,197,cla,clm,{},48.08333333,-123.75,North America,,Clallam,465,False,False
coahuilteco,,205,coa,xcw,{},28.0,-100.0,North America,,Coahuilteco,484,False,False
cocama,,16,coc,cod,{},-5.0,-74.5,South America,,Cocama,485,False,False
cocopa,,183,ccp,coc,{},32.33333333,-115.0,North America,,Cocopa,426,False,False
coeur dalene,,206,coe,crd,{},47.25,-116.5,North America,,Coeur d'Alene,486,False,False
cofan,,207,cof,con,{},0.166666667,-77.16666667,South America,,Cofán,487,False,False
cogui,,208,cog,kog,{},11.0,-73.83333333,South America,,Cogui,488,False,False
colac,,113,clc,,{},-38.33333333,143.5,Australia,,Colac,466,False,False
columbiawenatchi,,206,cwe,col,{},47.5,-120.0,North America,,Columbia-Wenatchi,539,False,False
comanche,,201,cmn,com,{},33.5,-101.5,North America,,Comanche,477,False,True
comecrudo,,200,cmc,xcm,{},25.83333333,-99.0,North America,,Comecrudo,472,False,False
comorian,,31,com,swb,{},-12.0,44.0,Africa,,Comorian,491,False,False
comox,,197,cmx,coo,{},50.16666667,-125.0,North America,,Comox,479,False,False
coos hanis,,209,coo,csz,{},43.5,-124.1666667,North America,,Coos (Hanis),492,False,True
coptic,,210,cop,cop,{},26.0,32.0,Africa,,Coptic,493,False,False
cora,,211,cor,crn,{},22.16666667,-104.8333333,North America,,Cora,494,False,False
cornish,,162,crn,cor,{},50.33333333,-5.0,Eurasia,,Cornish,509,False,False
creek,,8,crk,mus,{},34.0,-85.0,North America,,Creek,507,False,False
cree plains,,13,cre,crk,{},54.0,-110.0,North America,,Cree (Plains),502,True,True
cree swampy,,13,cea,csw,{},56.0,-90.0,North America,,Cree (Swampy),429,False,False
crimean tatar,,83,cri,crh,{},45.0,34.08333333,Eurasia,,Crimean Tatar,505,False,False
crow,,142,cro,cro,{},47.0,-108.0,North America,,Crow,510,False,False
cua,,157,cua,cua,{},15.25,108.5,Eurasia,,Cua,527,False,False
cubeo,,150,cub,cub,{},1.333333333,-70.5,South America,,Cubeo,528,False,False
cuiba,,219,cui,cui,{},6.5,-70.0,South America,,Cuiba,530,False,False
cuica,,218,cuc,,{},9.0,-70.5,South America,,Cuica,529,False,False
cuicatec,,215,ctc,"cut, cux",{},17.83333333,-96.83333333,North America,,Cuicatec,520,False,False
cuitlatec,,220,cut,,{},17.5,-101.0,North America,,Cuitlatec,535,False,False
culina,,146,cul,cul,{},-6.0,-70.5,South America,,Culina,531,False,False
cupeno,,175,cup,cup,{},33.16666667,-116.5,North America,,Cupeño,533,False,False
curripaco,,15,cur,kpc,{},2.5,-68.5,South America,,Curripaco,534,False,False
czech,,141,cze,ces,{},50.0,15.0,Eurasia,,Czech,544,False,False
daa,,124,daa,kzf,{},-1.0,119.5833333,Papunesia,,Da'a,545,False,False
daba,,109,dab,"dbq, dkx",{},10.16666667,13.75,Africa,,Daba,546,False,False
dabida,,31,dbd,dav,{},-4.0,38.66666667,Africa,,Dabida,557,False,False
dadibi,,224,dad,mps,{},-6.55,144.5833333,Papunesia,,Dadibi,547,False,False
dadjriwale,,41,ddj,god,{},5.25,-5.666666667,Africa,,Dadjriwalé,562,False,False
daga,,225,dag,dgz,{},-10.0,149.3333333,Papunesia,,Daga,548,True,True
dagaare,,144,dga,dga,{},10.5,-2.666666667,Africa,,Dagaare,571,False,False
dagbani,,144,dgb,dag,{},9.583333333,-0.5,Africa,,Dagbani,572,False,False
dagur,,110,dgr,dta,{},48.0,124.0,Eurasia,,Dagur,576,False,False
dahalo,,226,dah,dal,{},-2.333333333,40.5,Africa,,Dahalo,549,False,False
daju dar fur,,229,ddf,daj,{},12.25,25.25,Africa,,Daju (Dar Fur),561,False,False
dakota,,142,dak,dak,{},45.0,-93.5,North America,,Dakota,550,False,False
damana,,208,dam,mbp,{},11.0,-73.5,South America,,Damana,551,False,False
dan,,136,dan,dnj,{},7.5,-8.0,Africa,,Dan,552,False,False
dangaleat western,,130,dnw,daa,{},12.16666667,18.33333333,Africa,,Dangaléat (Western),608,False,False
dani lower grand valley,,236,dni,dni,{},-4.333333333,138.8333333,Papunesia,,Dani (Lower Grand Valley),607,True,True
danish,,27,dsh,dan,{},56.0,10.0,Eurasia,,Danish,620,False,False
darai,,84,dar,dry,{},24.0,84.0,Eurasia,,Darai,553,False,False
dargwa,,240,drg,dar,{},42.25,47.41666667,Eurasia,,Dargwa,617,False,False
dari,,138,dri,prs,{},35.0,66.0,Eurasia,,Dari,618,False,False
darma,,56,drm,drd,{},30.0,79.75,Eurasia,,Darma,619,False,False
datooga,,18,dat,tcc,{},-4.333333333,35.33333333,Africa,,Datooga,554,False,False
daw,,227,daw,kwa,{},-0.25,-67.08333333,South America,,Dâw,555,False,False
day,,228,day,dai,{},8.75,17.83333333,Africa,,Day,556,False,False
defaka,,231,def,afn,{},4.583333333,7.5,Africa,,Defaka,564,False,False
degema,,149,deg,deg,{},4.75,6.75,Africa,,Degema,565,False,False
degexitan,,37,dgx,ing,{},62.0,-160.0,North America,,Degexit'an,577,False,False
deni,,146,den,dny,{},-6.0,-67.0,South America,,Dení,566,False,False
desano,,150,des,des,{},0.833333333,-69.83333333,South America,,Desano,568,False,False
deti,,70,det,shg,{},-20.5,24.5,Africa,,Deti,569,False,False
deuri,,155,deu,der,{},26.0,90.25,Eurasia,,Deuri,570,False,False
deutsche gebardensprache,,23,dge,gsg,{},52.0,11.0,Eurasia,,Deutsche Gebärdensprache,573,False,False
dhaasanac,,10,dha,dsh,{},4.666666667,36.33333333,Africa,,Dhaasanac,578,False,False
dhalandji,,117,dhl,dhl,{},-22.08,115.0,Australia,,Dhalandji,581,False,False
dharawal,,113,dhw,tbh,{},-34.5,150.5,Australia,,Dharawal,585,False,False
dhargari,,117,dhr,dhr,{},-23.75,114.9166667,Australia,,Dhargari,583,False,False
dharumbal,,35,dhb,bjy,{},-22.75,150.5,Australia,,Dharumbal,579,False,False
dhimal,,232,dhm,dhi,{},26.66666667,87.75,Eurasia,,Dhimal,582,False,False
dhivehi,,84,dhi,div,{},4.166666667,73.5,Eurasia,,Dhivehi,580,False,False
dhurga,,113,dhu,dhu,{},-35.66666667,150.0,Australia,,Dhurga,584,False,False
dhuwal datiwuy,,117,dda,duj,{},-12.16666667,136.25,Australia,,Dhuwal (Dätiwuy),560,False,False
didinga,,140,did,did,{},4.5,33.5,Africa,,Didinga,586,False,False
